Domain,Registrar,Creation_Date,Update_Date,SSL_Issuer,SSL_TTL,A_Record,NumOfIPs,TXTRecord,SPF,MX,DKIM,DMARC,AS,HTTP_Status,Server,Content,Entropy,Vowel_Ratio,Consonant_Ratio,Numerical_Ratio,Special_Char_Ratio,Vowel_Sequence,Consonant_Sequence,Numerical_Sequence,Special_Char_Sequence,Is_Unicode,Levenshtein_Distance,Location,Class
velkymeder.sk,"Webglobe, a.s.",4,3,Let's Encrypt,66,88.86.102.6,1,1,1,1,1,1,39392,200,Microsoft-IIS/8.5,text/html; charset=UTF-8,3.18,0.31,0.62,0.0,0.0,1,2,0,0,False,7,Czechia,0
skikraliky.sk,Websupport s.r.o.,4,3,Let's Encrypt,62,37.9.175.155,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,2.78,0.31,0.62,0.0,0.0,1,2,0,0,False,1,Slovakia,0
vivobarefoot.sk,Gransy s.r.o.,4,3,Let's Encrypt,83,81.0.235.139,3,1,1,1,0,0,15685,200,BunnyCDN-SK1-721,text/html; charset=UTF-8,3.46,0.4,0.53,0.0,0.0,2,2,0,0,False,1,Czechia,0
sorea.sk,"SWAN, a. s.",4,3,ZeroSSL,43,46.101.209.247,1,1,1,1,0,1,14061,200,nginx,text/html; charset=UTF-8,2.75,0.38,0.5,0.0,0.0,2,2,0,0,False,1,Germany,0
therme.sk,"Slovak Telekom, a.s.",4,2,Let's Encrypt,53,46.229.238.155,1,1,1,1,1,0,29405,200,Apache,text/html; charset=utf-8,2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,1,Slovakia,0
slov-lex.sk,Ministerstvo spravodlivosti Slovenskej republiky,4,3,Let's Encrypt,23,138.2.178.112,1,1,1,1,0,0,31898,403,None,text/html,3.1,0.18,0.64,0.0,0.09,1,2,0,1,False,1,Germany,0
dm-dual.sk,"WebHouse, s.r.o.",4,3,Let's Encrypt,81,31.31.74.215,1,0,0,0,0,0,197019,200,Apache/2.4.29 (Ubuntu),text/html; charset=utf-8,3.12,0.2,0.6,0.0,0.1,2,2,0,1,False,1,Czechia,0
jasenskadolina.sk,"Slovanet, a. s.",4,1,Let's Encrypt,69,37.9.175.133,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.29,0.35,0.59,0.0,0.0,1,3,0,0,False,1,Slovakia,0
automagazin.sk,"Netropolis, s.r.o.",4,1,Let's Encrypt,63,217.67.28.27,1,1,1,1,0,0,5578,200,Apache,text/html; charset=UTF-8,3.47,0.43,0.5,0.0,0.0,2,2,0,0,False,1,Slovakia,0
vodeko.sk,"Slovanet, a. s.",4,3,None,0,46.28.107.241,1,1,1,1,0,0,197019,200,Apache,text/html; charset=UTF-8,2.73,0.33,0.56,0.0,0.0,1,2,0,0,False,1,Czechia,0
odcitadela.sk,"WebHouse, s.r.o.",4,2,None,51,86.110.243.51,1,1,1,1,0,1,29405,200,Apache,text/html; charset=UTF-8,3.39,0.38,0.54,0.0,0.0,1,2,0,0,False,1,Slovakia,0
ssj.sk,Štátna ochrana prírody Slovenskej republiky,4,4,None,0,95.105.255.161,1,1,1,1,0,0,15962,200,Apache/2.4.62 (Debian),text/html; charset=utf-8,1.79,0.0,0.83,0.0,0.0,0,3,0,0,False,1,Slovakia,0
skitmg.sk,Websupport s.r.o.,4,1,Let's Encrypt,76,37.9.175.155,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,2.73,0.11,0.78,0.0,0.0,1,3,0,0,False,1,Slovakia,0
strazske.sk,"PROGRESS SYSTEMS, s.r.o.",4,3,Let's Encrypt,66,37.9.175.180,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,2.85,0.18,0.73,0.0,0.0,1,3,0,0,False,6,Slovakia,0
epi.sk,"USR Services, s.r.o.",4,1,Let's Encrypt,65,188.244.63.64,1,1,1,1,0,0,25424,200,Microsoft-IIS/10.0,text/html; charset=utf-8,2.58,0.33,0.5,0.0,0.0,1,2,0,0,False,1,Czechia,0
hotelmodena.sk,EXO TECHNOLOGIES spol. s r.o.,4,2,Let's Encrypt,67,37.9.175.155,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.52,0.36,0.57,0.0,0.0,1,2,0,0,False,4,Slovakia,0
mestotlmace.sk,"WEBY GROUP, s.r.o.",4,3,Let's Encrypt,34,88.86.103.135,1,1,1,1,0,1,39392,200,Microsoft-IIS/8.5,text/html; charset=UTF-8,3.24,0.29,0.64,0.0,0.0,1,3,0,0,False,7,Czechia,0
hotelfamilia.sk,Websupport s.r.o.,4,2,Let's Encrypt,58,37.9.175.187,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.51,0.4,0.53,0.0,0.0,2,2,0,0,False,5,Slovakia,0
hotelsad.sk,Key-Systems GmbH,3,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.28,0.27,0.64,0.0,0.0,1,2,0,0,False,5,None,0
skimakov.sk,"WebHouse, s.r.o.",4,3,None,0,82.208.46.3,1,1,1,1,0,1,15685,200,Microsoft-IIS/10.0,text/html; charset=utf-8,2.85,0.27,0.64,0.0,0.0,1,2,0,0,False,1,Czechia,0
mavexjunior.sk,Websupport s.r.o.,4,3,Let's Encrypt,15,37.9.175.187,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.81,0.36,0.57,0.0,0.0,2,2,0,0,False,1,Slovakia,0
hotelmuza.sk,Websupport s.r.o.,4,1,Let's Encrypt,66,37.9.175.187,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.58,0.33,0.58,0.0,0.0,1,2,0,0,False,5,Slovakia,0
marionnaud.sk,RAINSIDE s.r.o.,4,3,DigiCert Inc,175,23.62.220.14,1,1,1,1,0,1,16625,0,None,None,3.39,0.38,0.54,0.0,0.0,2,2,0,0,False,1,United States,0
kosickanovaves.sk,"WebHouse, s.r.o.",4,3,Let's Encrypt,38,46.28.107.241,1,1,1,1,0,0,197019,200,Apache,text/html; charset=UTF-8,3.18,0.35,0.59,0.0,0.0,1,2,0,0,False,9,Czechia,0
tisovec.com,"TUCOWS, INC.",4,3,Let's Encrypt,29,88.86.102.11,1,1,1,1,0,0,39392,200,Microsoft-IIS/8.5,text/html; charset=UTF-8,3.1,0.36,0.55,0.0,0.0,1,1,0,0,False,4,Czechia,0
marinakovacova.sk,"WebHouse, s.r.o.",4,2,Let's Encrypt,85,86.110.243.241,1,1,1,1,1,1,29405,200,Apache,text/html; charset=UTF-8,3.26,0.41,0.53,0.0,0.0,1,2,0,0,False,1,Slovakia,0
calvinklein.sk,MarkMonitor International Limited,4,3,None,0,3.33.139.32,1,1,0,0,0,0,16509,0,None,None,3.24,0.29,0.64,0.0,0.0,2,3,0,0,False,1,Canada,0
kosik.sk,Websupport s.r.o.,4,3,DigiCert Inc,248,151.101.1.55,4,1,1,1,0,1,54113,200,None,text/html; charset=utf-8,2.16,0.25,0.62,0.0,0.0,1,2,0,0,False,1,United States,0
bazos.sk,"ACTIVE 24, s.r.o.",4,3,Let's Encrypt,47,88.86.119.241,1,1,1,1,0,1,39392,200,nginx,text/html; charset=UTF-8,2.75,0.25,0.62,0.0,0.0,1,2,0,0,False,1,Czechia,0
mlyny-nitra.sk,"Webglobe, a.s.",4,1,Let's Encrypt,80,57.153.167.86,1,1,1,1,0,1,8075,200,nginx,text/html; charset=utf-8,3.52,0.29,0.57,0.0,0.07,1,2,0,1,False,1,Netherlands,0
oczemplin.sk,Websupport s.r.o.,4,3,Let's Encrypt,55,46.28.107.238,1,1,1,1,0,1,197019,200,Apache,text/html; charset=UTF-8,3.58,0.25,0.67,0.0,0.0,1,3,0,0,False,1,Czechia,0
kolarovo.sk,Websupport s.r.o.,4,3,Let's Encrypt,52,95.168.218.50,1,1,1,1,0,0,39392,200,Microsoft-IIS/8.5,text/html; charset=UTF-8,2.85,0.36,0.55,0.0,0.0,1,2,0,0,False,5,Czechia,0
ockorzo.sk,"Webglobe, a.s.",4,3,Let's Encrypt,80,57.153.167.86,1,1,1,1,1,1,8075,200,nginx,text/html; charset=utf-8,2.65,0.3,0.6,0.0,0.0,1,2,0,0,False,1,Netherlands,0
maxinn.sk,"Webglobe, a.s.",4,3,Let's Encrypt,62,185.59.211.127,1,1,1,1,1,0,43541,200,nginx,text/html; charset=UTF-8,2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,4,Czechia,0
hoteldominika.sk,"Webglobe, a.s.",4,1,Let's Encrypt,15,37.9.175.156,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.62,0.38,0.56,0.0,0.0,1,2,0,0,False,5,Slovakia,0
vrbove.sk,SOLTEC s.r.o.,4,3,None,40,46.229.224.108,1,1,1,1,0,0,29405,200,Apache/2.4.37 (AlmaLinux) OpenSSL/1.1.1k mod_fcgid/2.3.9 PHP/7.4.33,text/html; charset=UTF-8,2.95,0.22,0.67,0.0,0.0,1,3,0,0,False,5,Slovakia,0
horskyhotel-eva.sk,Websupport s.r.o.,4,3,Let's Encrypt,28,37.9.175.133,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.61,0.33,0.56,0.0,0.06,1,3,0,1,False,1,Slovakia,0
remy.sk,"MYSTERY MACHINE, s.r.o.",4,3,Let's Encrypt,54,37.9.175.189,1,1,1,1,0,0,51013,200,Apache,text/html; charset=UTF-8,2.81,0.29,0.57,0.0,0.0,1,2,0,0,False,4,Slovakia,0
makovica.sk,"Webglobe, a.s.",4,3,Let's Encrypt,76,195.181.248.13,1,1,1,1,1,1,48689,200,nginx,text/html; charset=UTF-8,3.1,0.36,0.55,0.0,0.0,1,2,0,0,False,1,Slovakia,0
oresnica.sk,"ACOMPUTER, s. r. o.",4,1,None,86,185.218.31.227,1,0,0,1,0,0,31117,200,openresty,text/html; charset=UTF-8,3.28,0.36,0.55,0.0,0.0,1,2,0,0,False,1,Slovakia,0
hotelvrsatec.sk,Websupport s.r.o.,4,3,Let's Encrypt,60,37.9.175.188,1,0,0,1,0,0,51013,200,openresty,text/html; charset=utf-8,3.51,0.27,0.67,0.0,0.0,1,4,0,0,False,1,Slovakia,0
ruzbachy.sk,EXO TECHNOLOGIES spol. s r.o.,4,3,Let's Encrypt,33,85.159.106.197,1,1,1,1,0,1,34820,200,Apache,text/html; charset=UTF-8,3.46,0.27,0.64,0.0,0.0,1,2,0,0,False,1,Slovakia,0
hotelpodjavornik.sk,"Webglobe, s.r.o.",4,3,Let's Encrypt,37,62.109.155.80,1,1,1,1,0,0,29134,403,nginx,text/html; charset=iso-8859-1,3.89,0.32,0.63,0.0,0.0,1,2,0,0,False,1,Czechia,0
kaufland.sk,Gransy s.r.o.,4,2,SwissSign AG,189,34.149.249.52,1,1,1,1,0,1,396982,403,cloudflare,text/html; charset=UTF-8,3.1,0.27,0.64,0.0,0.0,2,2,0,0,False,1,United States,0
krubystra.sk,Websupport s.r.o.,4,2,Let's Encrypt,65,37.9.175.133,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.08,0.25,0.67,0.0,0.0,1,3,0,0,False,1,Slovakia,0
trencin.sk,EuroNET Slovakia s.r.o.,4,2,Let's Encrypt,26,31.31.74.15,1,1,1,1,0,1,197019,200,Apache,text/html; charset=UTF-8,3.12,0.2,0.7,0.0,0.0,1,2,0,0,False,4,Czechia,0
nemsova.sk,"Netropolis, s.r.o.",4,3,Let's Encrypt,50,217.67.28.19,1,1,1,1,0,0,5578,200,Apache,text/html; charset=UTF-8,3.12,0.3,0.6,0.0,0.0,1,2,0,0,False,5,Slovakia,0
hotelturiec.sk,Websupport s.r.o.,4,3,Let's Encrypt,43,37.9.175.181,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.52,0.36,0.57,0.0,0.0,2,2,0,0,False,1,Slovakia,0
tetadrogerie.sk,"SWAN, a. s.",4,2,Let's Encrypt,58,213.81.218.66,1,1,1,1,0,1,6855,200,Microsoft-IIS/10.0,text/html; charset=utf-8,3.32,0.4,0.53,0.0,0.0,2,2,0,0,False,1,Slovakia,0
hotelhydro.sk,Websupport s.r.o.,4,2,Let's Encrypt,67,37.9.175.132,1,1,1,1,0,0,51013,200,openresty,text/html;charset=UTF-8,3.39,0.31,0.62,0.0,0.0,1,2,0,0,False,1,Slovakia,0
hotel-centrum.sk,Websupport s.r.o.,4,4,Let's Encrypt,61,37.9.175.187,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.75,0.25,0.62,0.0,0.06,1,3,0,1,False,6,Slovakia,0
kluarco.sk,"crooce.com - the internet company, s.r.o.",4,3,Let's Encrypt,79,85.248.116.95,1,1,1,1,0,0,5578,200,Apache,text/html,3.12,0.3,0.6,0.0,0.0,2,2,0,0,False,1,Slovakia,0
kupelehs.sk,"Webglobe, a.s.",4,3,DigiCert Inc,10,195.181.248.164,1,1,1,1,1,1,48689,200,nginx,text/html,2.91,0.27,0.64,0.0,0.0,1,2,0,0,False,1,Slovakia,0
rosethotel.sk,Websupport s.r.o.,4,2,Let's Encrypt,65,37.9.175.188,1,1,1,1,0,0,51013,200,openresty,text/html; charset=utf-8,3.09,0.31,0.62,0.0,0.0,1,2,0,0,False,4,Slovakia,0
rimavskasobota.sk,"WEBY GROUP, s.r.o.",4,3,Let's Encrypt,55,82.119.224.201,1,1,1,1,0,1,5578,200,Apache,text/html; charset=utf-8,3.29,0.35,0.59,0.0,0.0,1,3,0,0,False,9,Slovakia,0
skiracibor.sk,Websupport s.r.o.,4,2,Let's Encrypt,47,37.9.175.133,1,1,1,1,0,1,51013,200,openresty,text/html; charset=UTF-8,3.09,0.31,0.62,0.0,0.0,1,2,0,0,False,1,Slovakia,0
dennikn.sk,Websupport s.r.o.,4,2,Sectigo Limited,346,92.60.51.22,2,1,1,1,0,1,44185,200,None,text/html; charset=UTF-8,2.65,0.2,0.7,0.0,0.0,1,2,0,0,False,1,Canada,0
uniag.sk,Websupport s.r.o.,4,3,GEANT Vereniging,265,193.87.99.189,1,1,1,1,0,0,2607,200,nginx,text/html; charset=UTF-8,3.0,0.38,0.5,0.0,0.0,2,2,0,0,False,1,Slovakia,0
carlton.sk,CyberData s.r.o.,4,4,Let's Encrypt,49,37.9.175.195,1,1,1,1,0,1,51013,200,openresty,text/html; charset=UTF-8,3.32,0.2,0.7,0.0,0.0,1,3,0,0,False,1,Slovakia,0
digitalne.sk,Websupport s.r.o.,4,3,Let's Encrypt,42,37.9.175.188,1,1,1,1,0,0,51013,200,openresty,text/html,3.42,0.33,0.58,0.0,0.0,1,2,0,0,False,1,Slovakia,0
aaaauto.sk,"Webglobe, a.s.",4,2,Sectigo Limited,45,93.185.102.111,1,1,1,1,0,1,43541,200,nginx,text/html; charset=UTF-8,2.52,0.6,0.3,0.0,0.0,5,2,0,0,False,1,Czechia,0
hotelarena.sk,Websupport s.r.o.,4,3,Let's Encrypt,71,37.9.175.157,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.39,0.38,0.54,0.0,0.0,1,2,0,0,False,4,Slovakia,0
medzilaborce-urad.sk,"WEBY GROUP, s.r.o.",4,1,Let's Encrypt,55,82.119.224.201,1,1,1,1,0,1,5578,200,Apache,text/html; charset=utf-8,3.92,0.35,0.55,0.0,0.05,1,2,0,1,False,12,Slovakia,0
hotelcentrum.sk,EXO TECHNOLOGIES spol. s r.o.,4,3,Let's Encrypt,12,92.240.253.107,1,1,1,1,0,0,29405,200,None,text/html; charset=UTF-8,3.64,0.27,0.67,0.0,0.0,1,3,0,0,False,6,Slovakia,0
palacehotelpolom.sk,Websupport s.r.o.,4,3,Let's Encrypt,65,37.9.175.155,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.43,0.37,0.58,0.0,0.0,1,2,0,0,False,10,Slovakia,0
turany.sk,"WEBY GROUP, s.r.o.",4,2,Let's Encrypt,55,82.119.224.201,1,1,1,1,0,1,5578,200,Apache,text/html; charset=utf-8,3.17,0.33,0.56,0.0,0.0,1,2,0,0,False,4,Slovakia,0
malacky.sk,"WebHouse, s.r.o.",4,3,Let's Encrypt,46,185.111.88.87,1,1,1,1,1,1,51013,200,Apache,text/html; charset=UTF-8,2.92,0.3,0.6,0.0,0.0,1,2,0,0,False,5,Hungary,0
zadania-seminarky.sk,Websupport s.r.o.,4,3,Let's Encrypt,31,89.221.218.111,1,1,1,1,0,0,197019,200,nginx,text/html; charset=UTF-8,3.52,0.4,0.5,0.0,0.05,2,2,0,1,False,1,Czechia,0
kremnica.sk,"WEBY GROUP, s.r.o.",4,3,Let's Encrypt,88,82.119.224.201,1,1,1,1,0,1,5578,200,Apache,text/html; charset=utf-8,3.28,0.27,0.64,0.0,0.0,1,2,0,0,False,3,Slovakia,0
hotelmostslavy.sk,Websupport s.r.o.,4,1,Let's Encrypt,17,37.9.175.157,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.45,0.29,0.65,0.0,0.0,1,4,0,0,False,7,Slovakia,0
hoteltevel.sk,Websupport s.r.o.,4,3,Let's Encrypt,65,92.240.253.41,1,1,1,1,0,0,29405,200,None,text/html; charset=utf-8,3.03,0.31,0.62,0.0,0.0,1,2,0,0,False,5,Slovakia,0
siea.sk,Websupport s.r.o.,4,3,None,52,188.166.66.228,1,1,1,1,0,0,14061,200,Apache,text/html; charset=UTF-8,2.52,0.43,0.43,0.0,0.0,3,2,0,0,False,1,The Netherlands,0
infoma.sk,ZONER s.r.o.,4,3,DigiCert Inc,118,217.198.114.185,1,0,0,1,0,0,34222,200,Apache,text/html; charset=UTF-8,3.17,0.33,0.56,0.0,0.0,1,2,0,0,False,1,Czechia,0
skitelgart.sk,Websupport s.r.o.,4,2,Let's Encrypt,63,37.9.175.187,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.24,0.23,0.69,0.0,0.0,1,2,0,0,False,1,Slovakia,0
kosicejuh.sk,Websupport s.r.o.,4,3,None,0,37.9.175.181,1,1,1,1,0,0,51013,0,None,None,3.25,0.33,0.58,0.0,0.0,1,2,0,0,False,6,Slovakia,0
handlova.sk,"WEBY GROUP, s.r.o.",4,3,Let's Encrypt,37,116.202.184.199,1,1,1,1,0,1,24940,200,nginx,text/html; charset=UTF-8,3.28,0.27,0.64,0.0,0.0,1,3,0,0,False,6,Germany,0
skivitanova.sk,"DSI DATA, a. s.",4,2,Let's Encrypt,17,37.9.175.157,1,1,1,1,0,1,51013,200,openresty,text/html; charset=UTF-8,3.09,0.36,0.57,0.0,0.0,1,2,0,0,False,1,Slovakia,0
arkadia.sk,"Slovanet, a. s.",4,3,None,82,195.28.64.102,1,1,1,1,0,0,8778,200,Apache,text/html,2.65,0.4,0.5,0.0,0.0,2,2,0,0,False,5,Slovakia,0
hoteltatra.sk,Websupport s.r.o.,4,2,Sectigo Limited,236,37.9.175.179,1,1,1,1,0,1,51013,200,openresty,text/html; charset=UTF-8,3.18,0.31,0.62,0.0,0.0,1,2,0,0,False,3,Slovakia,0
hotelpatriot.sk,Websupport s.r.o.,4,3,Let's Encrypt,37,37.9.175.131,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.46,0.33,0.6,0.0,0.0,2,2,0,0,False,3,Slovakia,0
atriumhotel.sk,EuroNET Slovakia s.r.o.,4,3,Let's Encrypt,46,85.239.227.30,1,1,1,1,0,1,15685,200,Apache,text/html; charset=utf-8,3.66,0.36,0.57,0.0,0.0,2,2,0,0,False,1,Czechia,0
hotel-lipa.sk,"DUST 4 Business, s.r.o.",4,3,None,0,78.46.209.196,1,1,1,1,1,0,24940,200,Apache,text/html,3.55,0.31,0.54,0.0,0.08,1,2,0,1,False,4,Germany,0
furlakabelkyoutlet.sk,Gransy s.r.o.,3,3,Google Trust Services,36,104.21.96.1,7,0,0,0,0,0,13335,403,cloudflare,text/html,3.56,0.38,0.57,0.0,0.0,3,2,0,0,False,13,Canada,1
falmec-slovensko.sk,Gransy s.r.o.,3,3,Google Trust Services,48,172.67.131.230,2,0,0,0,0,0,13335,403,cloudflare,text/html,3.58,0.26,0.63,0.0,0.05,1,3,0,1,False,8,Canada,1
belenkabratislava.sk,NETIM,4,2,None,0,None,0,0,0,0,0,0,None,0,None,None,3.42,0.35,0.6,0.0,0.0,1,2,0,0,False,12,None,1
canadagoose-slovensko.sk,Gransy s.r.o.,3,3,Google Trust Services,75,104.21.112.1,7,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,3.47,0.38,0.54,0.0,0.04,2,3,0,1,False,12,Canada,1
3dmania.sk,Gransy s.r.o.,3,3,Google Trust Services,54,104.21.64.1,7,0,0,0,0,0,13335,403,cloudflare,text/html; charset=UTF-8,3.12,0.3,0.5,0.1,0.0,2,2,1,0,False,5,Canada,1
adidas-sk.sk,Gransy s.r.o.,4,3,Let's Encrypt,88,196.242.179.146,1,0,0,0,0,0,58065,200,Apache,text/html; charset=UTF-8,2.69,0.25,0.58,0.0,0.08,1,2,0,1,False,4,South Africa,1
advenebag.sk,NETIM,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.25,0.33,0.58,0.0,0.0,1,2,0,0,False,7,None,1
cossk.sk,Gransy s.r.o.,4,2,Let's Encrypt,87,196.196.38.116,1,0,0,0,0,0,58065,200,Apache,text/html; charset=UTF-8,2.16,0.12,0.75,0.0,0.0,1,3,0,0,False,3,France,1
airupslovensko.sk,Gransy s.r.o.,3,3,Google Trust Services,78,104.21.19.54,2,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,3.57,0.35,0.59,0.0,0.0,2,3,0,0,False,6,Canada,1
guesssk.sk,Gransy s.r.o.,4,3,Let's Encrypt,70,196.196.38.163,1,0,0,0,0,0,58065,200,Apache,text/html; charset=UTF-8,2.32,0.2,0.7,0.0,0.0,2,4,0,0,False,5,France,1
frankie4bratislava.sk,NETIM,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.63,0.33,0.57,0.05,0.0,2,2,1,0,False,12,None,1
altrabratislava.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.08,0.33,0.61,0.0,0.0,1,3,0,0,False,11,None,1
basetoool.sk,Gransy s.r.o.,4,3,Let's Encrypt,32,91.240.20.64,1,1,1,1,0,0,59939,200,nginx,text/html; charset=UTF-8,3.02,0.42,0.5,0.0,0.0,3,2,0,0,False,7,The Netherlands,1
giveaway.sk,EXO TECHNOLOGIES spol. s r.o.,4,2,Let's Encrypt,88,92.240.253.223,1,1,1,1,0,0,29405,200,None,text/html; charset=UTF-8,3.28,0.45,0.45,0.0,0.0,2,2,0,0,False,6,Slovakia,1
americantouristerbratislava.sk,NETIM,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.71,0.4,0.57,0.0,0.0,2,3,0,0,False,19,None,1
expert4u.blog.pravda.sk,"Webglobe, a.s.",4,3,DigiCert Inc,191,185.65.220.36,1,0,0,0,0,0,48689,200,Apache/2.4.52 (Ubuntu),text/html; charset=UTF-8,3.97,0.26,0.57,0.04,0.0,1,2,1,0,False,14,Slovakia,1
huglo.sk,"Hilberman Capital, s.r.o.",4,3,Google Trust Services,89,172.67.143.160,2,1,1,1,0,0,13335,200,cloudflare,text/html; charset=UTF-8,3.0,0.25,0.62,0.0,0.0,1,2,0,0,False,5,Canada,1
dcshoeslovensko.sk,Gransy s.r.o.,4,3,Let's Encrypt,61,158.222.2.40,1,0,0,0,0,0,63119,200,Apache,text/html; charset=UTF-8,3.24,0.28,0.67,0.0,0.0,2,4,0,0,False,7,United States,1
demoniabratislava.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.72,0.4,0.55,0.0,0.0,2,2,0,0,False,12,None,1
brooksslovensko.sk,Gransy s.r.o.,4,3,Let's Encrypt,40,196.196.197.175,1,0,0,0,0,0,41564,200,Apache,text/html; charset=UTF-8,3.02,0.28,0.67,0.0,0.0,2,4,0,0,False,7,Ireland,1
hoglslovensko.sk,Gransy s.r.o.,3,3,Let's Encrypt,54,165.231.64.17,1,0,0,0,0,0,48950,200,Apache,text/html; charset=UTF-8,3.16,0.25,0.69,0.0,0.0,1,4,0,0,False,5,Germany,1
barbourbratislava.sk,NETIM,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.35,0.35,0.6,0.0,0.0,2,3,0,0,False,13,None,1
bonusfinance.sk,Websupport s.r.o.,4,3,Let's Encrypt,57,37.9.175.188,1,1,1,1,0,0,51013,200,openresty,text/html,3.46,0.33,0.6,0.0,0.0,1,2,0,0,False,8,Slovakia,1
goodrshop.sk,Key-Systems GmbH,3,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.02,0.25,0.67,0.0,0.0,2,4,0,0,False,6,None,1
arenask.sk,Gransy s.r.o.,4,1,None,0,None,0,0,0,0,0,0,None,0,None,None,2.72,0.3,0.6,0.0,0.0,1,2,0,0,False,5,None,1
gaborvypredaj.sk,Gransy s.r.o.,4,3,Let's Encrypt,21,196.244.47.84,1,0,0,0,0,0,58065,200,Apache,text/html; charset=UTF-8,3.75,0.31,0.62,0.0,0.0,1,2,0,0,False,9,Canada,1
coachsk.sk,Gransy s.r.o.,4,2,Let's Encrypt,42,104.160.2.225,1,0,0,0,0,0,41564,200,Apache,text/html; charset=UTF-8,2.72,0.2,0.7,0.0,0.0,2,4,0,0,False,5,United Kingdom,1
alexandermcqueensneakers.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.5,0.37,0.59,0.0,0.0,3,4,0,0,False,19,None,1
farobratislava.sk,Gransy s.r.o.,3,3,Google Trust Services,38,172.67.149.152,2,0,0,0,0,0,13335,403,cloudflare,text/html,3.38,0.35,0.59,0.0,0.0,1,2,0,0,False,10,Canada,1
c-and-aslovensko.sk,Gransy s.r.o.,4,2,Let's Encrypt,82,165.231.64.6,1,0,0,0,0,0,48950,200,Apache,text/html; charset=UTF-8,3.47,0.26,0.58,0.0,0.11,1,3,0,1,False,8,Germany,1
gaborobuv.sk,Key-Systems GmbH,3,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.25,0.33,0.58,0.0,0.0,1,2,0,0,False,7,None,1
autrysneakers.sk,Key-Systems GmbH,4,1,None,0,None,0,0,0,0,0,0,None,0,None,None,3.2,0.38,0.56,0.0,0.0,2,2,0,0,False,9,None,1
betor-sk.sk,Gransy s.r.o.,3,3,Google Trust Services,85,172.67.141.235,2,1,0,0,0,0,13335,200,cloudflare,text/html,3.1,0.18,0.64,0.0,0.09,1,2,0,1,False,6,Canada,1
caterpillarslovensko-sk.sk,Gransy s.r.o.,3,3,Let's Encrypt,12,196.247.58.247,1,0,0,0,0,0,41564,200,Apache,text/html; charset=UTF-8,3.72,0.27,0.65,0.0,0.04,1,3,0,1,False,15,Canada,1
aninebing.sk,"WebCreators, s. r. o.",3,3,None,61,193.163.77.165,1,1,1,1,1,1,29405,404,nginx,text/html; charset=iso-8859-1,3.02,0.33,0.58,0.0,0.0,1,2,0,0,False,6,Slovakia,1
campereshop.sk,Gransy s.r.o.,3,3,Let's Encrypt,54,196.196.6.177,1,0,0,0,0,0,57858,200,Apache,text/html; charset=UTF-8,3.38,0.29,0.64,0.0,0.0,1,2,0,0,False,6,Sweden,1
hollistersk.sk,Gransy s.r.o.,3,3,None,0,165.231.64.69,1,0,0,0,0,0,48950,403,Apache,text/html; charset=iso-8859-1,3.18,0.21,0.71,0.0,0.0,1,3,0,0,False,6,Germany,1
dopebundy-slovensko.sk,Key-Systems GmbH,4,2,None,0,None,0,0,0,0,0,0,None,0,None,None,3.66,0.32,0.59,0.0,0.05,1,3,0,1,False,11,None,1
