Domain,Registrar,Creation_Date,Update_Date,Registration_Period,SSL_Issuer,SSL_TTL,Validity_Length,SAN_Count,IPv4_Num,NumOfIPs,SPF,MX,DKIM,DMARC,AS,HTTP_Status,Server,Entropy,Vowel_Ratio,Consonant_Ratio,Numerical_Ratio,Special_Char_Ratio,Vowel_Sequence,Consonant_Sequence,Numerical_Sequence,Special_Char_Sequence,Is_Unicode,Levenshtein_Distance,Contains_Blacklisted,Last_is_sk,Location,Class
balluff.sk,InterNetX GmbH,4,3,8036,Let's Encrypt,56,89,2,597518753,1,1,1,0,1,16509,200,cloudflare,2.92,0.2,0.7,0.0,0.0,1,2,0,0,0,9,0,0,Germany,0
028.sk,Gransy s.r.o.,4,3,731,Let's Encrypt,35,89,1,649354775,1,0,0,0,0,9009,200,nginx,2.58,0.0,0.33,0.5,0.0,0,2,3,0,0,5,0,0,Hong Kong,1
benedoor.sk,EuroNET Slovakia s.r.o.,4,2,5844,Let's Encrypt,59,89,2,621391749,1,1,1,0,0,51013,503,openresty,3.1,0.36,0.55,0.0,0.0,2,2,0,0,0,10,0,0,Slovakia,0
staralubovna.sk,"Netix Solutions, s. r. o.",4,3,8036,Let's Encrypt,70,89,4,773613910,1,1,1,0,1,197019,200,Apache,3.46,0.33,0.6,0.0,0.0,1,2,0,0,0,14,0,0,Czechia,0
detva.sk,"WEBY GROUP, s.r.o.",4,3,8036,Let's Encrypt,81,89,2,1383588041,1,1,1,0,1,5578,200,Apache,3.0,0.25,0.62,0.0,0.0,1,2,0,0,0,7,0,0,Slovakia,0
calzedonia-sk.sk,Gransy s.r.o.,4,3,731,Let's Encrypt,74,89,2,2783395876,1,0,0,0,0,48950,200,Apache,3.62,0.31,0.56,0.0,0.06,2,2,0,1,0,15,0,1,Germany,1
balep.sk,DATACOM.EU s.r.o.,4,2,5822,Let's Encrypt,88,89,2,1434753203,1,1,1,0,1,24641,200,Apache,3.0,0.25,0.62,0.0,0.0,1,2,0,0,0,7,0,0,Czechia,0
hoteldetva.sk,Websupport s.r.o.,4,3,7315,Let's Encrypt,51,89,2,1294291810,1,1,1,0,1,47583,200,hcdn,3.39,0.31,0.62,0.0,0.0,1,2,0,0,0,12,0,0,Lithuania,0
barefoot.sk,"ACTIVE 24, s.r.o.",4,3,4383,Let's Encrypt,67,89,2,1442349348,3,1,1,0,0,5578,200,Unknown,3.28,0.36,0.55,0.0,0.0,2,2,0,0,0,10,1,0,Slovakia,0
puchovcan.sk,EuroNET Slovakia s.r.o.,4,3,5114,Unknown,-1,-1,-1,3587669195,1,1,1,0,1,5578,200,Apache/2.4.63 (FreeBSD) OpenSSL/1.1.1w-freebsd mpm-itk/2.4.7-04,3.42,0.25,0.67,0.0,0.0,1,2,0,0,0,11,0,0,Slovakia,0
brconstruction.sk,"Webglobe, a.s.",4,3,3653,Let's Encrypt,89,89,2,401358483,1,1,1,1,1,396982,200,Pepyaka,3.38,0.24,0.71,0.0,0.0,2,4,0,0,0,16,0,0,USA,0
oresnica.sk,"ACOMPUTER, s. r. o.",4,2,8401,Sectigo Limited,51,396,2,3118079971,1,0,1,0,0,31117,200,openresty,3.28,0.36,0.55,0.0,0.0,1,2,0,0,0,10,0,0,Slovakia,0
calzadona.sk,Key-Systems GmbH,4,1,5479,Unknown,-1,-1,-1,85365008,2,0,0,0,1,16509,200,cloudflare,3.19,0.33,0.58,0.0,0.0,1,2,0,0,0,11,0,0,Germany,1
bajex.sk,Websupport s.r.o.,4,2,3287,Let's Encrypt,64,89,2,621391795,1,1,1,0,0,51013,200,openresty,3.0,0.25,0.62,0.0,0.0,1,2,0,0,0,7,0,0,Slovakia,0
hollisterbratislava.sk,NETIM,4,3,731,ZeroSSL,81,90,2,3304537322,1,1,1,0,0,41564,403,Apache/2,3.54,0.32,0.64,0.0,0.0,1,3,0,0,0,21,1,0,Canada,1
bonitaaurelia.sk,"WEDOS Internet, a.s.",4,3,731,Let's Encrypt,62,89,2,2990468722,1,0,1,0,0,14061,200,nginx,3.58,0.5,0.44,0.0,0.0,3,2,0,0,0,15,0,0,Netherlands,1
dcshoesslovensko.sk,Gransy s.r.o.,3,3,365,Let's Encrypt,56,89,2,2783428170,1,0,0,0,0,58065,200,Apache,3.18,0.26,0.68,0.0,0.0,2,4,0,0,0,18,1,0,Estonia,1
miminkovo.sk,EXO TECHNOLOGIES spol. s r.o.,4,2,5479,ZeroSSL,51,90,2,3108035365,1,1,1,0,0,43541,200,nginx,2.92,0.33,0.58,0.0,0.0,1,2,0,0,0,11,0,0,Czechia,0
klu-druzba.sk,"Proxis, spol. s r.o.",4,3,6575,Let's Encrypt,59,89,2,1369595139,1,1,1,1,0,57606,200,nginx,3.39,0.23,0.62,0.0,0.08,1,2,0,1,0,12,0,0,Slovakia,0
datart.sk,"ACTIVE 24, s.r.o.",4,3,8015,Alpiro s.r.o.,334,378,2,3111322034,1,1,1,1,1,43541,200,Unknown,2.73,0.22,0.67,0.0,0.0,1,2,0,0,0,8,0,0,Czechia,0
skidrienica.sk,"Webglobe, a.s.",4,3,8036,Let's Encrypt,27,89,2,1047369597,1,1,1,1,1,29134,200,nginx,3.18,0.36,0.57,0.0,0.0,2,2,0,0,0,13,0,0,Czechia,0
nikejordanssk.sk,Gransy s.r.o.,4,3,731,Let's Encrypt,50,89,8,2783402845,1,0,0,0,0,58065,200,Apache,3.28,0.25,0.69,0.0,0.0,1,4,0,0,0,15,0,1,France,1
bauex.sk,"Webglobe, a.s.",4,3,7305,Let's Encrypt,68,89,2,3560513560,1,1,1,1,1,48689,200,nginx,3.0,0.38,0.5,0.0,0.0,3,2,0,0,0,7,0,0,Slovakia,0
thajskemasaze-kosice.sk,"WebHouse, s.r.o.",4,3,4383,Unknown,-1,-1,-1,773614574,1,1,1,0,0,197019,200,Apache,3.56,0.35,0.57,0.0,0.04,1,3,0,1,0,22,0,0,Czechia,0
aldotopanky.sk,Gransy s.r.o.,4,3,1096,Let's Encrypt,54,89,8,2665349682,1,0,0,0,0,63119,200,Apache,3.38,0.36,0.57,0.0,0.0,1,2,0,0,0,13,1,0,USA,1
rayray.sk,"ACTIVE 24, s.r.o.",4,3,1826,Google Trust Services,44,90,1,2728364086,2,1,1,0,1,13335,200,cloudflare,2.5,0.44,0.44,0.0,0.0,2,2,0,0,0,8,0,0,Canada,1
gymsharks-sk.sk,Gransy s.r.o.,4,2,1096,Let's Encrypt,69,89,8,2665349655,1,0,0,0,0,63119,200,Apache,3.06,0.13,0.73,0.0,0.07,1,3,0,1,0,14,0,1,USA,1
patriziapepesk.sk,Gransy s.r.o.,3,3,365,Let's Encrypt,24,89,8,2783395883,1,0,0,0,0,48950,200,Apache,3.22,0.35,0.59,0.0,0.0,2,2,0,0,0,16,0,1,Germany,1
baarcotish.sk,Websupport s.r.o.,4,3,4748,Let's Encrypt,84,89,2,621391795,1,1,1,0,0,51013,200,openresty,3.39,0.31,0.62,0.0,0.0,2,2,0,0,0,12,0,0,Slovakia,0
banderium.sk,"INTERNET CZ, a.s.",4,3,8038,Actalis S.p.A.,355,386,2,1359135742,1,1,1,0,0,24806,200,Apache,3.58,0.33,0.58,0.0,0.0,2,2,0,0,0,11,0,0,Czechia,0
tatrabanka.sk-mk.com,"NICENIC INTERNATIONAL GROUP CO., LIMITED",3,3,365,Google Trust Services,61,90,2,2890107369,2,0,0,0,0,13335,0,Unknown,3.38,0.25,0.6,0.0,0.05,1,2,0,1,0,19,0,0,Canada,1
casis.sk,Smartweb s.r.o.,4,3,8036,DigiCert Inc,89,364,2,1833606453,1,1,1,1,1,29405,200,nginx,2.41,0.25,0.62,0.0,0.0,1,2,0,0,0,7,0,0,Slovakia,0
hotel-green.sk,"DSI DATA, a. s.",4,3,4748,Google Trust Services,71,90,2,2890109966,2,1,1,0,1,13335,200,cloudflare,3.47,0.29,0.57,0.0,0.07,2,2,0,1,0,13,0,0,Canada,0
zvolen.sk,"WEBY GROUP, s.r.o.",4,3,8036,Let's Encrypt,50,89,2,1383588041,1,1,1,0,1,5578,200,Apache,3.17,0.22,0.67,0.0,0.0,1,2,0,0,0,8,0,0,Slovakia,0
offwhite.sk,Gransy s.r.o.,4,3,731,Let's Encrypt,70,89,2,2783395891,1,0,0,0,0,48950,200,Apache,3.28,0.27,0.64,0.0,0.0,1,4,0,0,0,10,0,0,Germany,1
podmaz.sk,"SWAN, a. s.",4,3,2192,Let's Encrypt,79,89,2,2892585516,1,1,1,0,0,63949,200,nginx/1.18.0 (Ubuntu),3.17,0.22,0.67,0.0,0.0,1,2,0,0,0,8,0,0,Germany,0
bbclean.sk,Websupport s.r.o.,4,2,2192,Let's Encrypt,39,89,2,621391747,1,1,1,0,0,51013,200,openresty,3.12,0.2,0.7,0.0,0.0,2,4,0,0,0,9,0,0,Slovakia,0
hotelfamilia.sk,Websupport s.r.o.,4,3,6575,Let's Encrypt,23,89,2,621391803,1,1,1,0,0,51013,200,openresty,3.51,0.4,0.53,0.0,0.0,2,2,0,0,0,14,0,0,Slovakia,0
dcshoessk.sk,Gransy s.r.o.,4,3,731,Let's Encrypt,32,89,8,2783388777,1,0,0,0,0,41564,200,Apache,2.75,0.17,0.75,0.0,0.0,2,4,0,0,0,11,1,1,UK,1
stussyskeshop.sk,Gransy s.r.o.,3,3,365,Let's Encrypt,76,89,8,3304449542,1,0,0,0,0,58065,200,Apache,2.91,0.25,0.69,0.0,0.0,1,2,0,0,0,15,1,0,Germany,1
cykloeshop.sk,Gransy s.r.o.,4,3,3653,Let's Encrypt,10,89,2,1296984067,1,1,1,0,1,15685,200,Apache/2.4.25 (Debian),3.24,0.31,0.62,0.0,0.0,2,2,0,0,0,12,1,0,Czechia,1
hudobnenastroje1.sk,EXO TECHNOLOGIES spol. s r.o.,4,1,8035,Let's Encrypt,57,89,2,1559297321,1,1,1,0,0,29405,200,Unknown,3.83,0.32,0.58,0.05,0.0,1,3,1,0,0,18,0,0,Slovakia,0
cetriseshop.sk,Websupport s.r.o.,4,3,4383,ZeroSSL,90,90,2,3108035365,1,0,1,0,0,43541,200,nginx,3.32,0.29,0.64,0.0,0.0,1,2,0,0,0,13,1,0,Czechia,0
drziaky.sk,"INTERNET CZ, a.s.",4,4,5538,Let's Encrypt,28,89,2,1360995606,1,1,1,0,1,24971,200,openresty,3.12,0.3,0.6,0.0,0.0,2,3,0,0,0,9,0,0,Czechia,0
dokonalydomov.sk,"ACTIVE 24, s.r.o.",4,1,3652,Let's Encrypt,22,89,5,621391772,1,1,1,0,0,51013,200,openresty,3.25,0.38,0.56,0.0,0.0,1,2,0,0,0,15,0,0,Slovakia,0
enviarch.sk,"ACTIVE 24, s.r.o.",4,2,4018,Let's Encrypt,55,89,2,521079320,1,0,1,0,0,25234,200,nginx,3.46,0.27,0.64,0.0,0.0,2,3,0,0,0,10,0,0,Czechia,0
bbox.sk,"Media Construx, s.r.o.",4,3,6209,Trust Provider B.V.,355,365,2,1559294292,1,1,1,1,0,29405,200,Apache,2.52,0.14,0.71,0.0,0.0,1,2,0,0,0,6,0,0,Slovakia,0
kolarovo.sk,Websupport s.r.o.,4,1,8401,Let's Encrypt,77,89,3,1604901426,1,1,1,0,0,39392,200,Microsoft-IIS/8.5,2.85,0.36,0.55,0.0,0.0,1,2,0,0,0,10,0,0,Czechia,0
benalexplus.sk,Websupport s.r.o.,4,3,2192,Unknown,-1,-1,-1,2892583065,1,1,1,0,0,63949,0,Unknown,3.38,0.29,0.64,0.0,0.0,1,3,0,0,0,13,0,0,Germany,0
nabytokbeba.sk,"DSI DATA, a. s.",4,3,6956,Let's Encrypt,38,89,1,1412362319,1,1,1,0,0,51167,200,Apache/2.4.63 (Ubuntu),3.18,0.36,0.57,0.0,0.0,1,2,0,0,0,13,0,0,Germany,0
reebokonline.sk,NETIM,4,1,1096,Google Trust Services,84,90,2,1746222099,2,0,0,0,0,13335,403,cloudflare,3.19,0.4,0.53,0.0,0.0,2,2,0,0,0,14,1,0,Canada,1
tale.sk,ŽP Informatika s.r.o.,4,3,8036,DigiCert Inc,79,396,2,3557153287,1,1,1,0,1,6855,200,nginx,2.81,0.29,0.57,0.0,0.0,1,2,0,0,0,6,0,0,Slovakia,0
hokatopanky.sk,Gransy s.r.o.,4,3,1461,Let's Encrypt,35,89,2,3304405123,1,0,0,0,0,58065,200,Apache,3.18,0.36,0.57,0.0,0.0,1,2,0,0,0,13,1,0,Spain,1
alphaindustriesmikinask.sk,Gransy s.r.o.,3,3,365,Google Trust Services,53,90,2,2890115774,2,0,0,0,0,13335,200,cloudflare,3.64,0.35,0.62,0.0,0.0,2,3,0,0,0,25,1,1,Canada,1
bvinterier.sk,"WebHouse, s.r.o.",4,3,5865,DigiCert Inc,381,394,2,1450111946,1,0,0,0,0,29405,200,Apache,3.24,0.31,0.62,0.0,0.0,2,2,0,0,0,12,0,0,Unknown,0
selce-cachovo.sk,"WebHouse, s.r.o.",4,2,8036,DigiCert Inc,75,381,2,786818605,1,1,1,0,1,29405,0,Unknown,3.33,0.31,0.56,0.0,0.06,1,2,0,1,0,15,0,0,Slovakia,0
hotel-preveza.sk,Websupport s.r.o.,4,3,5844,Let's Encrypt,75,89,2,621391797,1,1,1,0,0,51013,200,openresty,3.7,0.31,0.56,0.0,0.06,1,2,0,1,0,15,0,0,Slovakia,0
hollisterslovensko.sk,Gransy s.r.o.,4,3,1826,Let's Encrypt,69,89,2,3304094018,1,0,0,0,0,41564,200,Apache,3.37,0.29,0.67,0.0,0.0,1,3,0,0,0,20,1,0,Germany,1
ghotelza.sk,Websupport s.r.o.,4,3,6209,Let's Encrypt,71,89,2,621391771,1,1,1,0,0,51013,200,openresty,3.46,0.27,0.64,0.0,0.0,1,2,0,0,0,10,0,0,Slovakia,0
budan.sk,"WebHouse, s.r.o.",4,3,7305,DigiCert Inc,75,381,2,786818603,1,1,1,0,1,29405,200,Apache,3.0,0.25,0.62,0.0,0.0,1,2,0,0,0,7,0,0,Slovakia,0
riekerslovensko.sk,Gransy s.r.o.,4,1,1096,Let's Encrypt,32,89,2,3304144699,1,0,0,0,0,41564,200,Apache,3.16,0.33,0.61,0.0,0.0,2,3,0,0,0,17,1,0,UK,1
hotelcentral.sk,"ACTIVE 24, s.r.o.",4,4,8400,Let's Encrypt,33,89,2,54617701,2,1,1,0,1,16509,200,openresty,3.51,0.27,0.67,0.0,0.0,1,3,0,0,0,14,0,0,Germany,0
b10.sk,"Webglobe, a.s.",4,1,4748,Let's Encrypt,45,89,4,1355934778,1,1,1,1,1,212531,200,Apache/2.4.6 (CentOS) OpenSSL/1.0.2k-fips PHP/7.3.33,2.58,0.0,0.5,0.33,0.0,0,2,2,0,0,5,0,0,Lithuania,0
bbservis.sk,Websupport s.r.o.,4,2,4018,Let's Encrypt,34,89,2,621391804,1,1,1,0,0,51013,200,openresty,2.85,0.18,0.73,0.0,0.0,1,3,0,0,0,10,0,0,Slovakia,0
725138.sk,Gransy s.r.o.,3,3,365,Google Trust Services,61,90,2,1746223408,2,0,0,0,0,13335,0,Unknown,3.17,0.0,0.22,0.67,0.0,0,2,6,0,0,8,0,0,Canada,1
nakupuj123.sk,"WebHouse, s.r.o.",4,2,731,Google Trust Services,86,90,2,2890115057,2,0,0,0,0,13335,403,cloudflare,3.39,0.23,0.46,0.23,0.0,1,2,3,0,0,12,1,0,Canada,1
b-mat.sk,"Webglobe, a.s.",4,3,8015,Let's Encrypt,36,89,2,621390351,1,1,1,1,1,51013,200,Apache/2.4.59 (Debian),3.0,0.12,0.62,0.0,0.12,1,2,0,1,0,7,0,0,Slovakia,0
stussyslovensko.sk,Gransy s.r.o.,4,3,731,Let's Encrypt,88,89,2,3301230780,1,0,0,0,0,41564,200,Apache,3.09,0.28,0.67,0.0,0.0,1,3,0,0,0,17,1,0,Finland,1
hotellomy.sk,Websupport s.r.o.,4,3,5844,Let's Encrypt,77,89,2,621391797,1,1,1,0,1,51013,200,openresty,3.25,0.33,0.58,0.0,0.0,1,2,0,0,0,11,0,0,Slovakia,0
ragwear.sk,Gransy s.r.o.,4,3,731,Let's Encrypt,50,89,8,3301182877,1,0,0,0,0,63119,200,Apache,2.92,0.3,0.6,0.0,0.0,2,2,0,0,0,9,0,0,Germany,1
polepynamobil.sk,Gransy s.r.o.,4,3,2922,Let's Encrypt,12,89,2,1296984067,1,1,1,0,1,15685,200,nginx,3.62,0.38,0.56,0.0,0.0,1,2,0,0,0,15,0,0,Czechia,1
mup.sk,"SWAN, a. s.",4,1,5479,Let's Encrypt,69,89,2,1450107240,1,0,0,0,0,29405,200,Apache,2.58,0.17,0.67,0.0,0.0,1,2,0,0,0,5,0,0,Slovakia,0
bsetcom.sk,Websupport s.r.o.,4,3,4018,Let's Encrypt,25,89,3,621391772,1,1,1,0,0,51013,200,openresty,3.12,0.2,0.7,0.0,0.0,1,2,0,0,0,9,0,0,Slovakia,0
benora.sk,Websupport s.r.o.,4,3,5114,Let's Encrypt,55,89,2,2499527876,1,1,1,0,1,24940,200,nginx,3.17,0.33,0.56,0.0,0.0,1,2,0,0,0,8,0,0,Germany,0
gymsharkeu.sk,Gransy s.r.o.,3,3,365,Let's Encrypt,55,89,2,3304430032,1,0,0,0,0,41564,200,Apache,3.39,0.31,0.62,0.0,0.0,2,3,0,0,0,12,0,0,Slovakia,1
blbsped.sk,Websupport s.r.o.,4,3,5114,Let's Encrypt,64,89,2,621391797,1,1,1,0,0,51013,200,openresty,2.92,0.1,0.8,0.0,0.0,1,5,0,0,0,9,0,0,Slovakia,0
zzz.sk,"Webglobe, a.s.",4,3,9862,Let's Encrypt,38,89,2,391653380,1,1,1,1,1,24940,200,nginx,1.79,0.0,0.83,0.0,0.0,0,3,0,0,0,5,0,0,Germany,0
caterpillartopanky.sk,Gransy s.r.o.,4,2,1826,Google Trust Services,81,90,2,1746215009,2,0,0,0,0,13335,200,cloudflare,3.69,0.33,0.62,0.0,0.0,1,2,0,0,0,20,1,0,Canada,1
skecherstenisky.sk,"WebHouse, s.r.o.",2,2,365,Google Trust Services,49,90,2,2890124841,2,0,0,0,0,13335,403,cloudflare,3.2,0.28,0.67,0.0,0.0,1,3,0,0,0,17,1,0,Canada,1
basetoolss.sk,Gransy s.r.o.,4,3,1096,Let's Encrypt,57,89,6,1542460480,1,1,1,0,0,59939,200,nginx,2.93,0.31,0.62,0.0,0.0,2,3,0,0,0,12,0,0,Netherlands,1
barcom.sk,"FINESOFT, s.r.o.",4,2,8401,DigiCert Inc,381,394,2,1450111775,1,1,1,0,0,29405,200,Apache,3.17,0.22,0.67,0.0,0.0,1,2,0,0,0,8,0,0,Slovakia,0
pandora-sk.sk,"WebHouse, s.r.o.",3,3,365,Google Trust Services,71,90,2,1746218308,2,0,0,0,0,13335,403,cloudflare,3.24,0.23,0.62,0.0,0.08,1,2,0,1,0,12,0,1,Canada,1
beca.sk,"WebHouse, s.r.o.",4,3,4748,Let's Encrypt,52,89,2,1450111793,1,1,1,0,1,29405,200,Apache,2.81,0.29,0.57,0.0,0.0,1,2,0,0,0,6,0,0,Slovakia,0
hokabezeckaobuv.sk,Gransy s.r.o.,4,3,731,Let's Encrypt,65,89,2,2783428169,1,0,0,0,0,58065,200,Apache,3.46,0.39,0.56,0.0,0.0,2,2,0,0,0,17,1,0,Estonia,1
smartmallsk.sk,Gransy s.r.o.,3,3,365,Let's Encrypt,40,89,1,1296984067,1,1,1,1,1,15685,500,Unknown,2.9,0.14,0.79,0.0,0.0,1,4,0,0,0,13,0,1,Czechia,1
znalec-posudok.sk,"ANSWER, s. r. o.",4,4,5844,Let's Encrypt,62,89,2,621391749,1,1,1,0,0,51013,200,openresty,3.73,0.29,0.59,0.0,0.06,1,2,0,1,0,16,0,0,Slovakia,0
bumstudio.sk,Daniel Benetín DALNet.sk,4,3,6572,Let's Encrypt,78,89,2,621391812,1,1,1,0,0,51013,200,openresty,3.25,0.33,0.58,0.0,0.0,2,3,0,0,0,11,0,0,Slovakia,0
hotelalexandra.sk,"ACOMPUTER, s. r. o.",4,1,6209,Sectigo Limited,51,396,2,3118079971,1,0,1,0,0,31117,200,openresty,3.57,0.35,0.59,0.0,0.0,1,3,0,0,0,16,0,0,Slovakia,0
ivankorcok2024.sk,"WebCreators, s. r. o.",3,3,365,Let's Encrypt,74,89,2,3248704777,1,1,1,1,1,29405,200,nginx,3.57,0.24,0.47,0.24,0.0,1,2,4,0,0,16,0,0,Slovakia,1
topankysalomon.sk,Gransy s.r.o.,4,3,1096,Let's Encrypt,40,89,8,3304430061,1,0,0,0,0,41564,200,Apache,3.34,0.35,0.59,0.0,0.0,1,2,0,0,0,16,1,0,Slovakia,1
eurooknabeno.sk,"Webglobe, s.r.o.",4,3,5505,DigiCert Inc,77,372,2,1047369500,1,1,1,1,1,29134,200,nginx,3.19,0.47,0.47,0.0,0.0,2,2,0,0,0,14,0,0,Czechia,0
alubal.sk,"DISCODERY Software Laboratory, s.r.o.",4,2,6583,Google Trust Services,39,90,2,1746219009,7,1,1,0,1,13335,200,cloudflare,2.73,0.33,0.56,0.0,0.0,1,2,0,0,0,8,0,0,Canada,0
brooks-slovensko.sk,Gransy s.r.o.,3,3,365,Google Trust Services,31,90,2,2890124966,2,0,0,0,0,13335,403,cloudflare,3.16,0.26,0.63,0.0,0.05,2,3,0,1,0,18,1,0,Canada,1
vetambraca.sk,"A.I.S., s.r.o.",4,3,6940,Let's Encrypt,43,89,2,621391771,1,1,1,0,0,51013,200,openresty,3.33,0.31,0.62,0.0,0.0,1,3,0,0,0,12,0,0,Slovakia,0
teniskypumaoutlet.sk,Gransy s.r.o.,4,3,1096,Let's Encrypt,89,89,2,3304240033,1,0,0,0,0,58065,200,Apache,3.68,0.4,0.55,0.0,0.0,3,2,0,0,0,19,1,0,South Africa,1
ubytovaniekrakov.sk,EXO TECHNOLOGIES spol. s r.o.,4,1,2557,Let's Encrypt,11,89,2,1559297352,1,1,1,0,0,29405,200,Unknown,3.68,0.42,0.53,0.0,0.0,2,2,0,0,0,18,0,0,Slovakia,0
benatti.sk,"INTERNET CZ, a.s.",4,3,6214,Let's Encrypt,51,89,3,3108571237,1,1,1,0,1,52148,200,LiteSpeed,3.12,0.3,0.6,0.0,0.0,1,2,0,0,0,9,0,0,Germany,0
kupele-skleneteplice.sk,Websupport s.r.o.,4,3,7670,Sectigo Limited,279,379,2,621391771,1,1,1,0,1,51013,200,openresty,3.26,0.35,0.57,0.0,0.04,1,3,0,1,0,22,1,0,Slovakia,0
ice-casino-sk.sk,Gransy s.r.o.,3,3,365,Google Trust Services,49,90,2,1746214504,2,0,0,0,0,13335,200,cloudflare,3.2,0.31,0.5,0.0,0.12,1,2,0,1,0,15,1,1,Canada,1
rvcashopsbratislava.sk,NETIM,4,3,731,Google Trust Services,76,90,2,1746223105,7,0,0,0,0,13335,403,cloudflare,3.55,0.27,0.68,0.0,0.0,1,4,0,0,0,21,1,0,Canada,1
hotelno16.sk,"Webglobe, a.s.",4,3,8036,DigiCert Inc,369,378,2,3645054492,1,1,1,1,1,5578,200,nginx,3.42,0.25,0.5,0.17,0.0,1,2,2,0,0,11,0,0,Slovakia,0
basetool.sk,NETIM,4,3,2922,Let's Encrypt,30,89,90,1742780114,1,1,1,1,1,133618,403,Unknown,3.1,0.36,0.55,0.0,0.0,2,2,0,0,0,10,0,0,USA,1
sladkovicovo.sk,"INTERNET CZ, a.s.",4,3,7655,Let's Encrypt,88,89,2,1482057227,1,1,1,0,0,39392,200,Microsoft-IIS/8.5,3.19,0.33,0.6,0.0,0.0,1,2,0,0,0,14,0,0,Czechia,0
chovancak.sk,EXO TECHNOLOGIES spol. s r.o.,4,3,5114,Let's Encrypt,23,89,2,1559297283,1,1,1,0,0,29405,200,Unknown,3.08,0.25,0.67,0.0,0.0,1,2,0,0,0,11,0,0,Slovakia,0
webcamflorida.blogspot.sk,Unknown,-1,-1,-1,Google Trust Services,60,83,139,2398823521,1,0,0,0,0,15169,200,GSE,4.05,0.28,0.64,0.0,0.0,1,3,0,0,0,24,0,0,USA,1
bajzik.sk,"WebHouse, s.r.o.",4,3,6947,DigiCert Inc,381,394,2,1450111785,1,1,1,0,1,29405,200,Apache,2.95,0.22,0.67,0.0,0.0,1,2,0,0,0,8,0,0,Slovakia,0
rychlelikes.sk,Gransy s.r.o.,3,3,365,Google Trust Services,85,90,2,1746214061,2,1,1,1,1,13335,200,cloudflare,3.24,0.29,0.64,0.0,0.0,1,3,0,0,0,13,0,0,Canada,1
suprisimo.sk,"ACTIVE 24, s.r.o.",4,3,1826,Google Trust Services,34,90,2,2728364086,2,1,1,0,0,13335,409,cloudflare,3.02,0.33,0.58,0.0,0.0,1,2,0,0,0,11,0,0,Canada,1
orthofeetshoes.sk,NETIM,4,3,731,Google Trust Services,85,90,2,1746227201,7,0,0,0,0,13335,403,cloudflare,3.01,0.35,0.59,0.0,0.0,2,3,0,0,0,16,1,0,Canada,1
123kamagra.sk,Websupport s.r.o.,4,1,1826,Google Trust Services,58,90,2,2890117089,2,1,1,0,1,13335,200,cloudflare,3.18,0.23,0.46,0.23,0.0,1,2,3,0,0,12,0,0,Canada,1
zlavyvsk.sk,Gransy s.r.o.,4,2,730,Let's Encrypt,52,89,2,1310199456,1,0,0,0,0,43541,404,nginx,2.91,0.18,0.73,0.0,0.0,1,3,0,0,0,10,0,1,Czechia,1
barcisk.sk,Speedweb s. r. o.,4,2,5479,Let's Encrypt,42,89,2,1833606494,1,1,1,1,1,29405,0,Unknown,2.92,0.2,0.7,0.0,0.0,1,2,0,0,0,9,0,1,Slovakia,0
b-w.sk,Zerg Data s.r.o.,4,3,4749,Let's Encrypt,63,89,2,3114380706,1,1,1,0,0,61241,200,LiteSpeed,2.58,0.0,0.67,0.0,0.17,0,2,0,1,0,5,0,0,Slovakia,0
ospreybratislava.sk,NETIM,4,3,731,Google Trust Services,75,90,2,1746214913,7,0,0,0,0,13335,403,cloudflare,3.64,0.37,0.58,0.0,0.0,2,3,0,0,0,18,1,0,Canada,1
bagind.sk,"WEDOS Internet, a.s.",4,4,2922,Let's Encrypt,42,89,1,597579378,1,0,1,0,0,16509,200,nginx/1.14.2,3.17,0.22,0.67,0.0,0.0,1,2,0,0,0,8,0,0,Germany,0
bastions.sk,Peter Kukučka - DATALOGIC,4,3,7305,Let's Encrypt,57,89,1,621391804,1,1,1,0,0,51013,200,openresty,3.03,0.27,0.64,0.0,0.0,2,2,0,0,0,10,0,0,Slovakia,0
salomonobuvvypredaj.sk,Gransy s.r.o.,4,3,1096,"cPanel, LLC",37,90,2,3304537370,1,0,0,0,0,41564,200,Apache,3.97,0.36,0.59,0.0,0.0,1,2,0,0,0,21,1,0,Unknown,1
fashy.sk,"ACTIVE 24, s.r.o.",4,4,2557,Google Trust Services,34,90,2,2728364086,2,1,1,0,0,13335,409,cloudflare,2.75,0.25,0.62,0.0,0.0,1,2,0,0,0,7,0,0,Canada,1
michaelkorskabelka.sk,Gransy s.r.o.,4,3,731,Let's Encrypt,51,89,2,3304536103,1,0,0,0,0,41564,200,Apache,3.5,0.33,0.62,0.0,0.0,2,3,0,0,0,20,1,0,Canada,1
kupelesliac.sk,"Webglobe, a.s.",4,2,6575,Let's Encrypt,34,89,2,621391813,1,1,1,0,1,51013,200,openresty,3.24,0.36,0.57,0.0,0.0,2,2,0,0,0,13,1,0,Slovakia,0
guessoutletsk.sk,Gransy s.r.o.,4,2,1096,Let's Encrypt,54,89,8,2783418916,1,0,0,0,0,58065,200,Apache,3.0,0.31,0.62,0.0,0.0,2,3,0,0,0,15,1,1,USA,1
northface-sk.sk,Gransy s.r.o.,3,3,365,Let's Encrypt,74,89,2,1755317829,1,0,0,0,0,41564,200,Apache,3.64,0.2,0.67,0.0,0.07,1,4,0,1,0,14,0,1,UK,1
